indice_tiempo,localidad,origen_pernoctes,pernoctes,observaciones
2018-04-01,Ushuaia,No residentes,12917,""
2018-04-01,Valle de Uco,Total,27283,""
2018-04-01,Valle de Uco,Residentes,19311,""
2018-04-01,Valle de Uco,No residentes,7972,""
2018-04-01,Viedma,Total,3333,""
2018-04-01,Viedma,Residentes,3297,""
2018-04-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-04-01,Villa General Belgrano,Total,27085,""
2018-04-01,Villa General Belgrano,Residentes,26337,""
2018-04-01,Villa General Belgrano,No residentes,748,""
2018-04-01,Villa Gesell,Total,48421,""
2018-04-01,Villa Gesell,Residentes,48397,""
2018-04-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Bahía Blanca,Total,15082,""
2018-05-01,Bahía Blanca,Residentes,14238,""
2018-05-01,Bahía Blanca,No residentes,844,""
2018-05-01,Bariloche,Total,84772,""
2018-05-01,Bariloche,Residentes,66367,""
2018-05-01,Bariloche,No residentes,18405,""
2018-05-01,CABA,Total,878431,""
2018-05-01,CABA,Residentes,490247,""
2018-05-01,CABA,No residentes,388184,""
2018-05-01,Cafayate,Total,9710,""
2018-05-01,Cafayate,Residentes,8056,""
2018-05-01,Cafayate,No residentes,1654,""
2018-05-01,Calafate,Total,16954,""
2018-05-01,Calafate,Residentes,10971,""
2018-05-01,Calafate,No residentes,5983,""
2018-05-01,Carlos Paz,Total,75077,""
2018-05-01,Carlos Paz,Residentes,73857,""
2018-05-01,Carlos Paz,No residentes,1220,""
2018-05-01,Catamarca,Total,11086,""
2018-05-01,Catamarca,Residentes,10941,""
2018-05-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Corrientes,Total,19504,""
2018-05-01,Corrientes,Residentes,17256,""
2018-05-01,Corrientes,No residentes,2248,""
2018-05-01,Córdoba,Total,67638,""
2018-05-01,Córdoba,Residentes,55860,""
2018-05-01,Córdoba,No residentes,11778,""
2018-05-01,Formosa,Total,12613,""
2018-05-01,Formosa,Residentes,10766,""
2018-05-01,Formosa,No residentes,1847,""
2018-05-01,Gualeguaychú,Total,9082,""
2018-05-01,Gualeguaychú,Residentes,8910,""
2018-05-01,Gualeguaychú,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Jujuy,Total,20176,""
2018-05-01,Jujuy,Residentes,17858,""
2018-05-01,Jujuy,No residentes,2318,""
2018-05-01,La Angostura,Total,6247,""
2018-05-01,La Angostura,Residentes,5690,""
2018-05-01,La Angostura,No residentes,557,""
2018-05-01,La Falda,Total,14741,""
2018-05-01,La Falda,Residentes,14739,""
2018-05-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,La Rioja,Total,10413,""
2018-05-01,La Rioja,Residentes,10173,""
2018-05-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Las Grutas,Total,1697,""
2018-05-01,Las Grutas,Residentes,1690,""
2018-05-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Malargue-Las Leñas,Total,4257,""
2018-05-01,Malargue-Las Leñas,Residentes,4043,""
2018-05-01,Malargue-Las Leñas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Mar Chiquita,Total,9780,""
2018-05-01,Mar Chiquita,Residentes,9780,""
2018-05-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Mar del Plata,Total,132934,""
2018-05-01,Mar del Plata,Residentes,131330,""
2018-05-01,Mar del Plata,No residentes,1604,""
2018-05-01,Mendoza,Total,97767,""
2018-05-01,Mendoza,Residentes,53986,""
2018-05-01,Mendoza,No residentes,43781,""
2018-05-01,Merlo,Total,28074,""
2018-05-01,Merlo,Residentes,27991,""
2018-05-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Mina Clavero,Total,15788,""
2018-05-01,Mina Clavero,Residentes,15718,""
2018-05-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Neuquén,Total,35485,""
2018-05-01,Neuquén,Residentes,32803,""
2018-05-01,Neuquén,No residentes,2682,""
2018-05-01,Paraná,Total,14479,""
2018-05-01,Paraná,Residentes,13615,""
2018-05-01,Paraná,No residentes,864,""
2018-05-01,Pinamar,Total,24832,""
2018-05-01,Pinamar,Residentes,24820,""
2018-05-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Posadas,Total,22095,""
2018-05-01,Posadas,Residentes,18455,""
2018-05-01,Posadas,No residentes,3640,""
2018-05-01,Puerto Iguazú,Total,84277,""
2018-05-01,Puerto Iguazú,Residentes,60793,""
2018-05-01,Puerto Iguazú,No residentes,23484,""
2018-05-01,Puerto Madryn,Total,16088,""
2018-05-01,Puerto Madryn,Residentes,14081,""
2018-05-01,Puerto Madryn,No residentes,2007,""
2018-05-01,Rafaela,Total,16894,""
2018-05-01,Rafaela,Residentes,16403,""
2018-05-01,Rafaela,No residentes,491,""
2018-05-01,Resistencia,Total,27699,""
2018-05-01,Resistencia,Residentes,26791,""
2018-05-01,Resistencia,No residentes,908,""
2018-05-01,Rio Gallegos,Total,12324,""
2018-05-01,Rio Gallegos,Residentes,11809,""
2018-05-01,Rio Gallegos,No residentes,515,""
2018-05-01,Rosario,Total,66935,""
2018-05-01,Rosario,Residentes,61565,""
2018-05-01,Rosario,No residentes,5370,""
2018-05-01,Río Cuarto,Total,13745,""
2018-05-01,Río Cuarto,Residentes,13568,""
2018-05-01,Río Cuarto,No residentes,177,""
2018-05-01,Salta,Total,103288,""
2018-05-01,Salta,Residentes,88706,""
2018-05-01,Salta,No residentes,14582,""
2018-05-01,San Juan,Total,17930,""
2018-05-01,San Juan,Residentes,16059,""
2018-05-01,San Juan,No residentes,1871,""
2018-05-01,San Luis,Total,15148,""
2018-05-01,San Luis,Residentes,14565,""
2018-05-01,San Luis,No residentes,583,""
2018-05-01,San Martín de los Andes,Total,15040,""
2018-05-01,San Martín de los Andes,Residentes,13392,""
2018-05-01,San Martín de los Andes,No residentes,1648,""
2018-05-01,San Rafael,Total,14920,""
2018-05-01,San Rafael,Residentes,14433,""
2018-05-01,San Rafael,No residentes,487,""
2018-05-01,Santa Fe,Total,26706,""
2018-05-01,Santa Fe,Residentes,25748,""
2018-05-01,Santa Fe,No residentes,958,""
2018-05-01,Santa Rosa,Total,12474,""
2018-05-01,Santa Rosa,Residentes,12322,""
2018-05-01,Santa Rosa,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Santiago del Estero,Total,17915,""
2018-05-01,Santiago del Estero,Residentes,17572,""
2018-05-01,Santiago del Estero,No residentes,343,""
2018-05-01,Tandil,Total,21618,""
2018-05-01,Tandil,Residentes,21505,""
2018-05-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Termas,Total,63517,""
2018-05-01,Termas,Residentes,63115,""
2018-05-01,Termas,No residentes,402,""
2018-05-01,Tucumán,Total,49479,""
2018-05-01,Tucumán,Residentes,46328,""
2018-05-01,Tucumán,No residentes,3151,""
2018-05-01,Ushuaia,Total,24131,""
2018-05-01,Ushuaia,Residentes,17895,""
2018-05-01,Ushuaia,No residentes,6236,""
2018-05-01,Valle de Uco,Total,27439,""
2018-05-01,Valle de Uco,Residentes,17883,""
2018-05-01,Valle de Uco,No residentes,9556,""
2018-05-01,Viedma,Total,2875,""
2018-05-01,Viedma,Residentes,2851,""
2018-05-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Villa General Belgrano,Total,18012,""
2018-05-01,Villa General Belgrano,Residentes,17030,""
2018-05-01,Villa General Belgrano,No residentes,982,""
2018-05-01,Villa Gesell,Total,17917,""
2018-05-01,Villa Gesell,Residentes,17904,""
2018-05-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Bahía Blanca,Total,14134,""
2018-06-01,Bahía Blanca,Residentes,13283,""
2018-06-01,Bahía Blanca,No residentes,851,""
2018-06-01,Bariloche,Total,123646,""
2018-06-01,Bariloche,Residentes,94667,""
2018-06-01,Bariloche,No residentes,28979,""
2018-06-01,CABA,Total,776023,""
2018-06-01,CABA,Residentes,428599,""
2018-06-01,CABA,No residentes,347424,""
2018-06-01,Cafayate,Total,5821,""
2018-06-01,Cafayate,Residentes,4816,""
2018-06-01,Cafayate,No residentes,1005,""
2018-06-01,Calafate,Total,16335,""
2018-06-01,Calafate,Residentes,9807,""
2018-06-01,Calafate,No residentes,6528,""
2018-06-01,Carlos Paz,Total,57262,""
2018-06-01,Carlos Paz,Residentes,56041,""
2018-06-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Catamarca,Total,10120,""
2018-06-01,Catamarca,Residentes,9975,""
2018-06-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Corrientes,Total,20117,""
2018-06-01,Corrientes,Residentes,17464,""
2018-06-01,Corrientes,No residentes,2653,""
2018-06-01,Córdoba,Total,63762,""
2018-06-01,Córdoba,Residentes,51925,""
2018-06-01,Córdoba,No residentes,11837,""
2018-06-01,Formosa,Total,11691,""
2018-06-01,Formosa,Residentes,10119,""
2018-06-01,Formosa,No residentes,1572,""
2018-06-01,Gualeguaychú,Total,7606,""
2018-06-01,Gualeguaychú,Residentes,7261,""
2018-06-01,Gualeguaychú,No residentes,345,""
2018-06-01,Jujuy,Total,16586,""
2018-06-01,Jujuy,Residentes,14927,""
2018-06-01,Jujuy,No residentes,1659,""
2018-06-01,La Angostura,Total,6618,""
2018-06-01,La Angostura,Residentes,6014,""
2018-06-01,La Angostura,No residentes,604,""
2018-06-01,La Falda,Total,10095,""
2018-06-01,La Falda,Residentes,10064,""
2018-06-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,La Rioja,Total,9262,""
2018-06-01,La Rioja,Residentes,9023,""
2018-06-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Las Grutas,Total,1249,""
2018-06-01,Las Grutas,Residentes,1226,""
2018-06-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Malargue-Las Leñas,Total,5867,""
2018-06-01,Malargue-Las Leñas,Residentes,5575,""
2018-06-01,Malargue-Las Leñas,No residentes,292,""
2018-06-01,Mar Chiquita,Total,6003,""
2018-06-01,Mar Chiquita,Residentes,6003,""
2018-06-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Mar del Plata,Total,121871,""
2018-06-01,Mar del Plata,Residentes,120213,""
2018-06-01,Mar del Plata,No residentes,1658,""
2018-06-01,Mendoza,Total,79987,""
2018-06-01,Mendoza,Residentes,43705,""
2018-06-01,Mendoza,No residentes,36282,""
2018-06-01,Merlo,Total,24396,""
2018-06-01,Merlo,Residentes,24374,""
2018-06-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Mina Clavero,Total,10311,""
2018-06-01,Mina Clavero,Residentes,10311,""
2018-06-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Neuquén,Total,30422,""
2018-06-01,Neuquén,Residentes,28228,""
2018-06-01,Neuquén,No residentes,2194,""
2018-06-01,Paraná,Total,12719,""
2018-06-01,Paraná,Residentes,12122,""
2018-06-01,Paraná,No residentes,597,""
2018-06-01,Pinamar,Total,19933,""
2018-06-01,Pinamar,Residentes,19921,""
2018-06-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Posadas,Total,21534,""
2018-06-01,Posadas,Residentes,17579,""
2018-06-01,Posadas,No residentes,3955,""
2018-06-01,Puerto Iguazú,Total,84102,""
2018-06-01,Puerto Iguazú,Residentes,63153,""
2018-06-01,Puerto Iguazú,No residentes,20949,""
2018-06-01,Puerto Madryn,Total,12684,""
2018-06-01,Puerto Madryn,Residentes,9982,""
2018-06-01,Puerto Madryn,No residentes,2702,""
2018-06-01,Rafaela,Total,15870,""
2018-06-01,Rafaela,Residentes,15672,""
2018-06-01,Rafaela,No residentes,198,""
2018-06-01,Resistencia,Total,24261,""
2018-06-01,Resistencia,Residentes,23080,""
2018-06-01,Resistencia,No residentes,1181,""
2018-06-01,Rio Gallegos,Total,11008,""
2018-06-01,Rio Gallegos,Residentes,10648,""
2018-06-01,Rio Gallegos,No residentes,360,""
2018-06-01,Rosario,Total,65020,""
2018-06-01,Rosario,Residentes,59352,""
2018-06-01,Rosario,No residentes,5668,""
2018-06-01,Río Cuarto,Total,12737,""
2018-06-01,Río Cuarto,Residentes,12594,""
2018-06-01,Río Cuarto,No residentes,143,""
2018-06-01,Salta,Total,103404,""
2018-06-01,Salta,Residentes,91582,""
2018-06-01,Salta,No residentes,11822,""
2018-06-01,San Juan,Total,13938,""
2018-06-01,San Juan,Residentes,12190,""
2018-06-01,San Juan,No residentes,1748,""
2018-06-01,San Luis,Total,14990,""
2018-06-01,San Luis,Residentes,14511,""
2018-06-01,San Luis,No residentes,479,""
2018-06-01,San Martín de los Andes,Total,11100,""
2018-06-01,San Martín de los Andes,Residentes,10354,""
2018-06-01,San Martín de los Andes,No residentes,746,""
2018-06-01,San Rafael,Total,14334,""
2018-06-01,San Rafael,Residentes,14114,""
2018-06-01,San Rafael,No residentes,220,""
2018-06-01,Santa Fe,Total,23646,""
2018-06-01,Santa Fe,Residentes,22118,""
2018-06-01,Santa Fe,No residentes,1528,""
2018-06-01,Santa Rosa,Total,12452,""
2018-06-01,Santa Rosa,Residentes,12197,""
2018-06-01,Santa Rosa,No residentes,255,""
2018-06-01,Santiago del Estero,Total,17184,""
2018-06-01,Santiago del Estero,Residentes,16974,""
2018-06-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Tandil,Total,21667,""
2018-06-01,Tandil,Residentes,21537,""
2018-06-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Termas,Total,76584,""
2018-06-01,Termas,Residentes,76423,""
2018-06-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Tucumán,Total,45367,""
2018-06-01,Tucumán,Residentes,42816,""
2018-06-01,Tucumán,No residentes,2551,""
2018-06-01,Ushuaia,Total,24387,""
2018-06-01,Ushuaia,Residentes,18469,""
2018-06-01,Ushuaia,No residentes,5918,""
2018-06-01,Valle de Uco,Total,20843,""
2018-06-01,Valle de Uco,Residentes,11386,""
2018-06-01,Valle de Uco,No residentes,9457,""
2018-06-01,Viedma,Total,2511,""
2018-06-01,Viedma,Residentes,2493,""
2018-06-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Villa General Belgrano,Total,15575,""
2018-06-01,Villa General Belgrano,Residentes,15167,""
2018-06-01,Villa General Belgrano,No residentes,408,""
2018-06-01,Villa Gesell,Total,13179,""
2018-06-01,Villa Gesell,Residentes,13174,""
2018-06-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Bahía Blanca,Total,18101,""
2018-07-01,Bahía Blanca,Residentes,14787,""
2018-07-01,Bahía Blanca,No residentes,3314,""
2018-07-01,Bariloche,Total,344529,""
2018-07-01,Bariloche,Residentes,262748,""
2018-07-01,Bariloche,No residentes,81781,""
2018-07-01,CABA,Total,1012448,""
2018-07-01,CABA,Residentes,568506,""
2018-07-01,CABA,No residentes,443942,""
2018-07-01,Cafayate,Total,24373,""
2018-07-01,Cafayate,Residentes,22718,""
2018-07-01,Cafayate,No residentes,1655,""
2018-07-01,Calafate,Total,26380,""
2018-07-01,Calafate,Residentes,18070,""
2018-07-01,Calafate,No residentes,8310,""
2018-07-01,Carlos Paz,Total,127656,""
2018-07-01,Carlos Paz,Residentes,126323,""
2018-07-01,Carlos Paz,No residentes,1333,""
2018-07-01,Catamarca,Total,19648,""
2018-07-01,Catamarca,Residentes,19544,""
2018-07-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Corrientes,Total,33009,""
2018-07-01,Corrientes,Residentes,28601,""
2018-07-01,Corrientes,No residentes,4408,""
2018-07-01,Córdoba,Total,73344,""
2018-07-01,Córdoba,Residentes,60246,""
2018-07-01,Córdoba,No residentes,13098,""
2018-07-01,Formosa,Total,13188,""
2018-07-01,Formosa,Residentes,11457,""
2018-07-01,Formosa,No residentes,1731,""
2018-07-01,Gualeguaychú,Total,18514,""
2018-07-01,Gualeguaychú,Residentes,17593,""
2018-07-01,Gualeguaychú,No residentes,921,""
2018-07-01,Jujuy,Total,34162,""
2018-07-01,Jujuy,Residentes,32182,""
2018-07-01,Jujuy,No residentes,1980,""
2018-07-01,La Angostura,Total,25734,""
2018-07-01,La Angostura,Residentes,22690,""
2018-07-01,La Angostura,No residentes,3044,""
2018-07-01,La Falda,Total,34324,""
2018-07-01,La Falda,Residentes,34296,""
2018-07-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,La Rioja,Total,16741,""
2018-07-01,La Rioja,Residentes,16452,""
2018-07-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Las Grutas,Total,2617,""
2018-07-01,Las Grutas,Residentes,2589,""
2018-07-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Malargue-Las Leñas,Total,27380,""
2018-07-01,Malargue-Las Leñas,Residentes,26038,""
2018-07-01,Malargue-Las Leñas,No residentes,1342,""
2018-07-01,Mar Chiquita,Total,10619,""
2018-07-01,Mar Chiquita,Residentes,10595,""
2018-07-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Mar del Plata,Total,184394,""
2018-07-01,Mar del Plata,Residentes,182766,""
2018-07-01,Mar del Plata,No residentes,1628,""
2018-07-01,Mendoza,Total,162779,""
2018-07-01,Mendoza,Residentes,118338,""
2018-07-01,Mendoza,No residentes,44441,""
2018-07-01,Merlo,Total,48867,""
2018-07-01,Merlo,Residentes,48848,""
2018-07-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Mina Clavero,Total,32283,""
2018-07-01,Mina Clavero,Residentes,32235,""
2018-07-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Neuquén,Total,39425,""
2018-07-01,Neuquén,Residentes,36659,""
2018-07-01,Neuquén,No residentes,2766,""
2018-07-01,Paraná,Total,18196,""
2018-07-01,Paraná,Residentes,17796,""
2018-07-01,Paraná,No residentes,400,""
2018-07-01,Pinamar,Total,56508,""
2018-07-01,Pinamar,Residentes,56386,""
2018-07-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Posadas,Total,32949,""
2018-07-01,Posadas,Residentes,27187,""
2018-07-01,Posadas,No residentes,5762,""
2018-07-01,Puerto Iguazú,Total,163052,""
2018-07-01,Puerto Iguazú,Residentes,131717,""
2018-07-01,Puerto Iguazú,No residentes,31335,""
2018-07-01,Puerto Madryn,Total,31808,""
2018-07-01,Puerto Madryn,Residentes,29518,""
2018-07-01,Puerto Madryn,No residentes,2290,""
2018-07-01,Rafaela,Total,17411,""
2018-07-01,Rafaela,Residentes,17217,""
2018-07-01,Rafaela,No residentes,194,""
2018-07-01,Resistencia,Total,30337,""
2018-07-01,Resistencia,Residentes,29133,""
2018-07-01,Resistencia,No residentes,1204,""
2018-07-01,Rio Gallegos,Total,10679,""
2018-07-01,Rio Gallegos,Residentes,10334,""
2018-07-01,Rio Gallegos,No residentes,345,""
2018-07-01,Rosario,Total,82280,""
2018-07-01,Rosario,Residentes,75481,""
2018-07-01,Rosario,No residentes,6799,""
2018-07-01,Río Cuarto,Total,17990,""
2018-07-01,Río Cuarto,Residentes,17371,""
2018-07-01,Río Cuarto,No residentes,619,""
2018-07-01,Salta,Total,172403,""
2018-07-01,Salta,Residentes,155733,""
2018-07-01,Salta,No residentes,16670,""
2018-07-01,San Juan,Total,20292,""
2018-07-01,San Juan,Residentes,16907,""
2018-07-01,San Juan,No residentes,3385,""
2018-07-01,San Luis,Total,28824,""
2018-07-01,San Luis,Residentes,28136,""
2018-07-01,San Luis,No residentes,688,""
2018-07-01,San Martín de los Andes,Total,67967,""
2018-07-01,San Martín de los Andes,Residentes,61082,""
